is_male,num_interactions_with_cust_service,country,late_on_payment,age,years_in_contract,churned
False,0.0,GRE,False,22.0,1.8708286933869707,False
True,0.0,GRE,False,35.0,2.345207879911715,False
True,1.0,ISR,False,25.0,2.5495097567963922,False
True,1.0,GRE,False,28.0,2.345207879911715,False
True,0.0,GRE,False,29.0,1.5811388300841898,False
True,1.0,GRE,False,30.0,4.06201920231798,False
True,1.0,ISR,False,25.0,2.1213203435596424,True
False,4.0,ISR,False,23.0,1.5811388300841898,False
True,0.0,ISR,False,34.0,1.224744871391589,False
True,4.0,GRE,False,40.0,2.345207879911715,True
False,1.0,ISR,True,24.0,3.6742346141747673,False
True,1.0,ISR,False,24.0,5.70087712549569,False
True,0.0,ISR,False,33.0,4.636809247747852,False
False,0.0,ISR,False,36.0,2.345207879911715,False
False,1.0,ISR,False,34.0,1.5811388300841898,False
False,0.0,ISR,False,34.0,0.7071067811865476,False
False,0.0,GRE,False,26.0,4.636809247747852,False
True,0.0,GRE,False,31.0,2.345207879911715,False
False,1.0,ISR,False,33.0,2.1213203435596424,True
False,0.0,ISR,False,39.0,4.183300132670378,False
False,1.0,GRE,False,29.0,1.8708286933869707,False
False,1.0,ISR,False,39.0,2.1213203435596424,False
False,1.0,ISR,False,30.0,3.8078865529319543,False
False,0.0,ISR,False,24.0,3.391164991562634,False
False,0.0,GRE,False,24.0,2.5495097567963922,True
False,1.0,GRE,False,31.0,2.345207879911715,False
True,0.0,GRE,False,27.0,1.8708286933869707,False
True,1.0,GRE,False,22.0,3.5355339059327378,False
True,0.0,ISR,False,24.0,2.345207879911715,False
False,0.0,GRE,False,26.0,2.345207879911715,True
True,1.0,ISR,False,42.0,2.345207879911715,False
True,1.0,ISR,False,33.0,1.224744871391589,True
False,1.0,GRE,False,35.0,4.06201920231798,False
True,0.0,GRE,True,25.0,2.9154759474226504,True
True,0.0,GRE,True,34.0,1.8708286933869707,False
True,1.0,ISR,False,22.0,3.9370039370059056,True
False,0.0,ISR,False,36.0,3.6742346141747673,False
False,1.0,GRE,False,23.0,3.082207001484488,True
True,0.0,ISR,False,26.0,4.301162633521313,False
True,1.0,GRE,False,26.0,3.082207001484488,True
False,1.0,GRE,False,37.0,3.391164991562634,False
False,1.0,ISR,False,30.0,2.1213203435596424,False
False,0.0,GRE,False,24.0,2.7386127875258306,False
False,1.0,GRE,False,31.0,3.9370039370059056,False
True,1.0,ISR,False,34.0,0.7071067811865476,True
False,1.0,ISR,False,30.0,2.1213203435596424,False
False,0.0,GRE,False,31.0,3.082207001484488,False
True,1.0,ISR,False,30.0,1.224744871391589,True
False,0.0,GRE,False,34.0,4.415880433163923,False
False,0.0,ISR,False,24.0,3.9370039370059056,False
True,0.0,GRE,False,31.0,1.8708286933869707,False
True,0.0,ISR,False,35.0,2.1213203435596424,False
True,0.0,ISR,False,31.0,2.9154759474226504,False
False,1.0,ISR,False,32.0,3.5355339059327378,False
True,0.0,GRE,False,35.0,3.6742346141747673,False
True,0.0,ISR,False,34.0,0.7071067811865476,True
True,1.0,GRE,False,33.0,5.1478150704935,False
False,1.0,GRE,False,23.0,1.8708286933869707,True
True,1.0,ISR,False,28.0,3.6742346141747673,False
True,1.0,GRE,False,25.0,3.391164991562634,True
False,1.0,ISR,False,19.0,0.7071067811865476,False
False,0.0,GRE,False,25.0,4.183300132670378,False
False,0.0,ISR,False,35.0,4.847679857416329,False
True,0.0,GRE,False,30.0,2.1213203435596424,False
False,1.0,GRE,False,32.0,4.847679857416329,False
True,0.0,GRE,False,20.0,1.5811388300841898,True
False,1.0,ISR,False,38.0,2.5495097567963922,False
False,0.0,ISR,False,36.0,1.224744871391589,False
False,4.0,GRE,False,37.0,3.9370039370059056,False
False,0.0,ISR,False,28.0,1.5811388300841898,False
False,0.0,ISR,False,25.0,0.7071067811865476,False
False,1.0,ISR,False,31.0,4.415880433163923,False
True,1.0,ISR,False,30.0,2.345207879911715,False
False,1.0,GRE,False,34.0,1.5811388300841898,False
True,0.0,GRE,False,24.0,2.9154759474226504,False
False,1.0,ISR,False,24.0,0.7071067811865476,False
True,1.0,ISR,False,31.0,0.7071067811865476,False
False,0.0,GRE,False,36.0,1.5811388300841898,False
True,0.0,ISR,True,17.0,2.9154759474226504,True
False,1.0,GRE,False,29.0,2.5495097567963922,False
False,1.0,GRE,False,24.0,3.082207001484488,False
True,0.0,GRE,False,27.0,1.224744871391589,False
False,0.0,ISR,True,29.0,1.5811388300841898,False
True,0.0,ISR,False,32.0,3.082207001484488,False
False,1.0,GRE,False,32.0,2.5495097567963922,False
True,0.0,ISR,False,33.0,2.7386127875258306,True
True,0.0,GRE,False,29.0,2.1213203435596424,False
True,1.0,ISR,False,29.0,2.1213203435596424,False
False,0.0,GRE,False,35.0,2.7386127875258306,False
True,1.0,ISR,False,28.0,3.8078865529319543,False
True,0.0,GRE,False,32.0,2.7386127875258306,False
True,0.0,ISR,False,39.0,0.7071067811865476,False
False,0.0,ISR,False,19.0,3.082207001484488,False
True,1.0,GRE,False,30.0,3.391164991562634,False
False,0.0,ISR,False,24.0,2.9154759474226504,False
True,1.0,GRE,False,26.0,2.9154759474226504,False
True,1.0,ISR,False,33.0,3.9370039370059056,False
True,0.0,GRE,True,31.0,2.1213203435596424,True
False,0.0,ISR,False,36.0,3.391164991562634,False
True,1.0,ISR,False,31.0,3.24037034920393,False
False,0.0,ISR,False,22.0,2.345207879911715,False
False,0.0,GRE,False,24.0,2.345207879911715,False
False,0.0,GRE,False,27.0,2.5495097567963922,True
True,0.0,GRE,False,36.0,3.9370039370059056,False
True,0.0,GRE,False,36.0,2.9154759474226504,False
False,0.0,GRE,False,28.0,3.8078865529319543,False
True,1.0,ISR,True,31.0,1.5811388300841898,False
True,0.0,ISR,False,32.0,1.8708286933869707,False
True,1.0,GRE,False,22.0,3.5355339059327378,False
False,0.0,ISR,False,31.0,2.5495097567963922,False
False,0.0,GRE,False,31.0,3.6742346141747673,False
True,1.0,GRE,False,29.0,2.345207879911715,False
False,0.0,GRE,False,37.0,0.7071067811865476,False
True,0.0,ISR,False,36.0,3.9370039370059056,False
True,1.0,GRE,False,35.0,1.5811388300841898,False
True,0.0,GRE,False,30.0,2.7386127875258306,False
False,0.0,GRE,True,36.0,4.415880433163923,False
True,1.0,ISR,False,27.0,2.9154759474226504,True
True,0.0,ISR,False,19.0,2.5495097567963922,False
True,1.0,GRE,False,24.0,2.9154759474226504,True
False,1.0,ISR,False,44.0,3.24037034920393,False
True,1.0,ISR,True,27.0,2.345207879911715,False
True,1.0,GRE,False,22.0,3.391164991562634,False
False,0.0,GRE,False,29.0,4.06201920231798,False
False,1.0,ISR,False,42.0,3.8078865529319543,False
True,1.0,ISR,True,29.0,2.1213203435596424,False
True,0.0,GRE,False,31.0,2.345207879911715,False
True,1.0,GRE,False,28.0,1.8708286933869707,True
False,1.0,ISR,False,30.0,4.949747468305833,False
False,0.0,GRE,True,34.0,2.5495097567963922,False
True,0.0,ISR,False,28.0,1.224744871391589,False
False,1.0,GRE,False,41.0,2.1213203435596424,False
True,1.0,GRE,False,26.0,4.949747468305833,True
True,0.0,ISR,False,26.0,3.8078865529319543,False
True,0.0,GRE,False,27.0,1.8708286933869707,False
False,1.0,ISR,False,27.0,2.5495097567963922,False
False,1.0,GRE,False,36.0,4.847679857416329,False
True,1.0,ISR,True,23.0,2.7386127875258306,False
True,1.0,GRE,False,18.0,1.224744871391589,True
True,1.0,ISR,False,30.0,2.1213203435596424,False
False,4.0,ISR,False,31.0,4.415880433163923,False
True,1.0,ISR,False,35.0,3.5355339059327378,False
True,1.0,GRE,False,20.0,0.7071067811865476,True
False,0.0,GRE,False,37.0,3.8078865529319543,False
False,1.0,ISR,False,36.0,2.345207879911715,True
True,1.0,ISR,False,25.0,1.8708286933869707,False
True,1.0,GRE,False,37.0,2.7386127875258306,False
True,4.0,GRE,False,25.0,2.5495097567963922,True
False,4.0,GRE,False,25.0,4.06201920231798,True
True,1.0,ISR,False,24.0,2.345207879911715,False
True,1.0,GRE,False,25.0,2.9154759474226504,False
True,0.0,GRE,False,26.0,3.6742346141747673,True
False,0.0,GRE,False,28.0,3.5355339059327378,False
False,1.0,GRE,False,24.0,2.345207879911715,False
False,0.0,ISR,False,32.0,2.9154759474226504,False
False,0.0,ISR,False,34.0,3.6742346141747673,False
False,0.0,GRE,False,35.0,4.06201920231798,False
False,1.0,GRE,False,34.0,2.1213203435596424,False
True,0.0,ISR,False,28.0,4.301162633521313,False
False,1.0,GRE,False,31.0,3.24037034920393,False
True,0.0,ISR,False,28.0,1.8708286933869707,False
True,0.0,GRE,False,24.0,2.9154759474226504,True
True,1.0,GRE,False,37.0,2.5495097567963922,False
True,1.0,ISR,False,23.0,4.301162633521313,False
False,0.0,GRE,False,31.0,1.5811388300841898,False
False,1.0,ISR,False,29.0,2.1213203435596424,False
True,1.0,GRE,False,23.0,2.345207879911715,True
False,1.0,ISR,False,31.0,1.8708286933869707,False
False,1.0,ISR,False,32.0,3.6742346141747673,False
False,0.0,ISR,False,34.0,4.636809247747852,False
False,0.0,ISR,False,34.0,3.8078865529319543,False
True,0.0,GRE,False,21.0,3.9370039370059056,True
True,1.0,GRE,False,30.0,4.415880433163923,False
False,1.0,GRE,False,25.0,1.8708286933869707,False
False,1.0,GRE,False,32.0,1.224744871391589,False
True,1.0,ISR,False,26.0,1.5811388300841898,False
True,0.0,GRE,False,35.0,3.082207001484488,True
False,4.0,GRE,False,18.0,3.082207001484488,False
False,0.0,ISR,False,31.0,4.301162633521313,False
False,0.0,ISR,False,37.0,4.183300132670378,False
True,1.0,ISR,False,26.0,4.06201920231798,False
False,0.0,ISR,False,38.0,3.5355339059327378,False
False,0.0,ISR,False,36.0,5.338539126015656,False
False,1.0,GRE,False,21.0,2.1213203435596424,True
False,1.0,GRE,False,36.0,4.527692569068709,False
False,0.0,GRE,False,36.0,3.6742346141747673,False
False,0.0,ISR,False,32.0,1.224744871391589,False
True,1.0,ISR,False,29.0,3.391164991562634,False
False,0.0,GRE,False,30.0,3.082207001484488,False
False,0.0,ISR,False,28.0,3.391164991562634,False
False,1.0,GRE,False,20.0,1.224744871391589,True
True,1.0,GRE,False,35.0,3.8078865529319543,True
True,1.0,ISR,True,36.0,1.5811388300841898,False
True,4.0,ISR,False,32.0,3.24037034920393,False
True,1.0,GRE,True,34.0,3.24037034920393,False
False,0.0,ISR,True,24.0,0.7071067811865476,False
True,0.0,GRE,False,25.0,3.082207001484488,True
True,0.0,GRE,False,23.0,2.9154759474226504,False
False,0.0,GRE,True,33.0,3.8078865529319543,False
False,0.0,GRE,False,34.0,3.24037034920393,False
True,0.0,GRE,False,26.0,3.082207001484488,False
True,1.0,GRE,False,27.0,3.24037034920393,True
True,0.0,ISR,False,34.0,3.391164991562634,False
True,0.0,GRE,False,27.0,4.949747468305833,False
True,1.0,GRE,False,25.0,2.1213203435596424,False
True,0.0,GRE,False,25.0,1.5811388300841898,False
False,1.0,ISR,False,35.0,1.5811388300841898,False
False,0.0,GRE,False,37.0,1.8708286933869707,False
False,1.0,GRE,False,28.0,2.7386127875258306,False
False,0.0,GRE,False,26.0,2.345207879911715,False
False,0.0,ISR,False,33.0,0.7071067811865476,False
True,0.0,ISR,False,21.0,3.9370039370059056,False
False,4.0,ISR,False,36.0,2.345207879911715,True
False,0.0,GRE,False,34.0,2.345207879911715,False
False,0.0,ISR,False,29.0,0.7071067811865476,False
False,0.0,GRE,False,26.0,4.183300132670378,True
False,0.0,GRE,False,28.0,2.1213203435596424,False
False,1.0,GRE,True,30.0,1.8708286933869707,False
False,0.0,GRE,False,31.0,1.8708286933869707,False
False,0.0,ISR,False,28.0,1.5811388300841898,False
False,0.0,GRE,False,26.0,3.5355339059327378,False
True,0.0,ISR,False,25.0,2.1213203435596424,False
False,1.0,ISR,False,26.0,2.1213203435596424,False
True,0.0,GRE,False,33.0,3.6742346141747673,False
True,0.0,ISR,False,23.0,2.7386127875258306,False
False,1.0,GRE,False,40.0,1.8708286933869707,False
True,0.0,GRE,False,32.0,2.7386127875258306,False
True,1.0,GRE,False,41.0,1.8708286933869707,False
True,4.0,GRE,False,39.0,1.8708286933869707,True
True,0.0,GRE,False,24.0,0.7071067811865476,True
False,1.0,ISR,False,25.0,2.1213203435596424,False
True,0.0,GRE,False,26.0,2.345207879911715,False
True,0.0,ISR,False,25.0,2.5495097567963922,False
True,1.0,ISR,False,30.0,4.301162633521313,False
False,0.0,ISR,False,23.0,2.345207879911715,False
False,0.0,ISR,True,30.0,2.345207879911715,False
False,1.0,ISR,False,29.0,4.636809247747852,False
True,0.0,GRE,False,29.0,4.06201920231798,False
False,0.0,ISR,False,32.0,2.5495097567963922,False
False,0.0,GRE,False,23.0,3.5355339059327378,False
True,1.0,ISR,False,31.0,2.7386127875258306,True
True,0.0,GRE,False,34.0,3.6742346141747673,False
False,4.0,ISR,False,32.0,2.7386127875258306,False
True,1.0,GRE,False,29.0,2.5495097567963922,False
False,4.0,GRE,False,29.0,3.082207001484488,False
False,0.0,ISR,False,35.0,2.7386127875258306,False
True,1.0,ISR,False,24.0,2.5495097567963922,False
False,1.0,ISR,True,20.0,0.7071067811865476,False
False,1.0,GRE,False,26.0,1.8708286933869707,False
False,4.0,ISR,False,34.0,4.183300132670378,True
False,0.0,ISR,False,32.0,2.1213203435596424,False
True,0.0,GRE,False,31.0,2.1213203435596424,False
True,0.0,ISR,False,35.0,3.391164991562634,False
False,0.0,GRE,False,35.0,5.958187643906492,False
True,1.0,ISR,False,25.0,2.7386127875258306,False
False,0.0,ISR,False,30.0,2.7386127875258306,False
True,1.0,ISR,False,35.0,4.743416490252569,False
False,1.0,GRE,False,33.0,2.7386127875258306,False
False,1.0,GRE,False,26.0,1.5811388300841898,True
False,1.0,ISR,False,28.0,2.1213203435596424,False
True,1.0,ISR,False,20.0,0.7071067811865476,False
False,0.0,ISR,False,35.0,0.7071067811865476,False
True,0.0,GRE,False,31.0,4.06201920231798,False
True,1.0,GRE,False,35.0,2.1213203435596424,False
True,0.0,GRE,False,30.0,2.345207879911715,False
True,0.0,ISR,False,31.0,3.082207001484488,False
False,0.0,GRE,False,30.0,3.8078865529319543,False
True,1.0,GRE,False,28.0,1.8708286933869707,False
True,1.0,ISR,False,31.0,2.345207879911715,False
True,1.0,ISR,False,34.0,0.7071067811865476,False
False,1.0,GRE,False,28.0,2.7386127875258306,False
True,0.0,ISR,False,21.0,3.24037034920393,False
True,0.0,ISR,False,26.0,1.224744871391589,True
False,1.0,ISR,False,30.0,2.1213203435596424,False
False,0.0,GRE,False,29.0,3.082207001484488,False
False,1.0,GRE,False,26.0,2.345207879911715,False
False,1.0,ISR,False,23.0,2.345207879911715,False
True,1.0,ISR,False,32.0,1.224744871391589,True
True,0.0,ISR,False,37.0,0.7071067811865476,False
False,0.0,GRE,False,35.0,3.24037034920393,False
True,1.0,ISR,False,30.0,3.082207001484488,True
True,0.0,ISR,False,24.0,3.5355339059327378,False
True,0.0,GRE,False,30.0,3.6742346141747673,False
False,0.0,GRE,False,25.0,2.9154759474226504,False
False,0.0,ISR,False,27.0,3.391164991562634,False
False,1.0,ISR,False,30.0,1.224744871391589,False
False,1.0,ISR,False,26.0,0.7071067811865476,False
True,0.0,ISR,False,29.0,3.8078865529319543,False
True,0.0,GRE,True,34.0,0.7071067811865476,True
False,0.0,ISR,False,32.0,2.7386127875258306,False
True,0.0,GRE,False,32.0,1.8708286933869707,False
True,1.0,GRE,False,30.0,1.8708286933869707,False
False,0.0,ISR,False,30.0,1.224744871391589,False
True,0.0,ISR,True,26.0,2.1213203435596424,False
False,0.0,GRE,False,22.0,2.5495097567963922,False
False,0.0,ISR,False,29.0,4.301162633521313,False
False,1.0,ISR,True,38.0,1.224744871391589,False
False,1.0,ISR,False,31.0,3.9370039370059056,False
